Character,ID,File,Context,English
"HardwareClerk","5","Dialog- BuyOptions","Option1","An excellent choice sir! Anything else?","An excellent choice sir! Anything else?",""
"Dave","22","Dialog- BuyOptions","Option2","I'll take a large handle.","","Good choice, this is physiologically equivalent to improving stroke volume"
"Narr","14","Dialog- BuyOptions","Option2","Large Handle added to  your inventory.","","A larger (longer) handle on the pump is an increase in stroke volume, cardiac output = stroke volume x heart rate"
"HardwareClerk","6","Dialog- BuyOptions","Option2","An excellent choice sir! Anything else?","An excellent choice sir! Anything else?",""
"Dave","23","Dialog- BuyOptions","Option3","I'll take a medium diameter hose.","","The diameter of the hose is equated to ""afterload"". That is the resistance against which the heart is pumping"
"Narr","15","Dialog- BuyOptions","Option3","Medium Hose added to  your inventory.","",""
"HardwareClerk","7","Dialog- BuyOptions","Option3","An excellent choice sir! Anything else?","An excellent choice sir! Anything else?",""
"Dave","24","Dialog- BuyOptions","Option4","I'll take a large diameter hose.","","Excellent choice, this is equivlent physiologically to AFTERLOAD REDUCTION"
"Narr","16","Dialog- BuyOptions","Option4","Large Hose added to  your inventory.","","A larger diameter hose is a decrease in afterload (it decreases the work the heart must do to pump blood)"
"HardwareClerk","8","Dialog- BuyOptions","Option4","An excellent choice sir! Anything else?","An excellent choice sir! Anything else?",""
"Dave","106","Dialog- BuyOptions","Option6"," Do you have any larger options?","",""
"HardwareClerk","9","Dialog- BuyOptions","Option6","Nope.","",""
"Dave","107","Dialog- BuyOptions","Option6","Can you check the back?","",""
"HardwareClerk","10","Dialog- BuyOptions","Option6","Alright, alright, you got me. These are the biggest handles and hoses we have in stock.","",""
"Dave","27","Dialog- UsePhone","Option1","Hey Tony. My basement is flooded, I've got this pump but I need more muscle!","",""
"Narr","17","Dialog- UsePhone","Option1","Again?! Alright, I'll be right over","","This would be like increasing the dose of the diuretic"
"Tony","1","Dialog- UsePhone","Option1","Ay Dave, I'm here to he-","",""
"Tony","3","Dialog- UsePhone","Option1","Oh boy.","",""
"Narr","29","Dialog- UsePhone","Option3","The bucket is located on the shelf above the laundry machine. Click on it to add it to your toolbox.","",""
"Narr","31","Dialog- UsePhone","Option3","Your toolbox is located at the bottom left. Move the mouse down to the lower left, and the toolbox will slide up. Then, click on the bucket icon to select it.","",""
"Narr","35","Dialog- UsePhone","Option3","With the bucket selected, use it on the water by clicking anywhere on the water.","",""
"Narr","38","Dialog- UsePhone","Option3","To move around the room, click the spot you would like to walk to.","",""
"Narr","39","Dialog- UsePhone","Option3","Now the fun begins!","",""
"Narr","40","Dialog- UsePhone","Option3","Try scooping up some of the water with a bucket.","",""
"Narr","41","Dialog- UsePhone","Option3"," Now that you have a pump, you can select it from your toolbox and use it on the water in your basement.","",""
"Narr","42","Dialog- UsePhone","Option3"," You should go back home. Walk all the way to the left and click on the door.","",""
"Narr","43","Dialog- UsePhone","Option3","Now that you've placed the pump, time to try it out! Click on the pump to give it a go.","",""
"Narr","44","Dialog- UsePhone","Option3","I hear Doc over at the hardware store is running a big sale on pumps. I bet one of those would help you.","",""
"Narr","45","Dialog- UsePhone","Option3"," You can leave your basement by clicking on the door, located all the way to the right. If you cannot see it, keep walking to the right.","",""
"Narr","46","Dialog- UsePhone","Option3","You should go back to Doc at his hardware store. Maybe he has something else that could help.","",""
"Narr","47","Dialog- UsePhone","Option3","You could use some extra muscle. Try calling a friend, maybe they could help out.","",""
"Narr","48","Dialog- UsePhone","Option3","Tony is tired, he needs something to boost his energy. That pizza place delivers, try giving them a call.","",""
"Narr","49","Dialog- UsePhone","Option3","Thank for for calling the Hint Hotline. Our lines our busy at the moment, please call back later.","",""
"Dave","28","Dialog- UsePhone","Option2","Hi, I'd like to order a large cheese and pepporini pizza for delivery","","You are recruiting more muscle (your friends will stay longer to help if you feed them)"
"Narr","18","Dialog- UsePhone","Option2"," Okay, anything else?","",""
"Dave","105","Dialog- UsePhone","Option2","Yeah, a 6 pack of beer.","",""
"Narr","50","Dialog- UsePhone","Option2","Got it, what is the address?","",""
"Dave","29","Dialog- UsePhone","Option2"," 22 Hart Street","",""
"Narr","19","Dialog- UsePhone","Option2"," Your order will be there in 30 minutes.","",""
"Narr","51","Dialog- UsePhone","Option2","30 minutes later...","","The beer and pizza helps to keep your friends at your house which is equivalent to recruitment of more cardiac muscle physiologically"
"Narr","52","Dialog- UsePhone","Option2","Pizza & Beer have been added to your inventory","",""
"Narr","55","Dialog- UsePhone","Option5","You've reached PumpCo, how may I help you?","",""
"Dave","108","Dialog- UsePhone","Option5"," I need the biggest, baddest pump you've got.","",""
"Narr","56","Dialog- UsePhone","Option5"," That would be the Pump-o-matic 5000.","",""
"Narr","57","Dialog- UsePhone","Option5"," It's our top of the line model, all electric.","",""
"Dave","109","Dialog- UsePhone","Option5"," I'll take it.","",""
"Dave","110","Dialog- UsePhone","Option5"," And make that express delivery.","",""
"Narr","58","Dialog- UsePhone","Option5","Ok, it will be there pronto.","",""
"Narr","59","Dialog- UsePhone","Option5","3 minutes later","",""
"Dave","111","Dialog- UsePhone","Option5","Wow.","",""
"Dave","112","Dialog- UsePhone","Option5","That was fast.","",""
"Narr","20","Global Script","UnhandledInteract","You can't use that","",""
"Narr","21","Global Script","UnhandledInteract","That doesn't work","",""
"Narr","22","Global Script","UnhandledInteract","Nothing happened","",""
"Narr","23","Global Script","UnhandledLookAt","It's nothing interesting ","",""
"Narr","24","Global Script","UnhandledLookAt","You don't see anything","",""
"Narr","25","Global Script","UnhandledLookAt","The ""+ mouseOver.Description.ToLower() + "" isn't very interesting","",""
"Narr","26","Global Script","UnhandledUseInvInv","You can't use those together","",""
"Narr","27","Global Script","UnhandledUseInv","You can't use that","",""
